feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.difficilis	Visit	3	0.04347826086958	0.0434782608695652	46	1	0.322778478754265	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp900548245	Visit	3	0.0434782608695553	0.0434782606045293	46	1	0.322778574217033	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.103.s__CAG.103.sp000432375	Visit	3	-0.277734173367542	0.209007960764602	46	11	0.197525698424264	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__SFJ001.s__SFJ001.sp004555865	Visit	3	0.0434782608695751	0.0434782608695652	46	1	0.322778478754272	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Agathobacter.s__Agathobacter.sp905209075	Visit	3	0.0434782608695652	0.043478260607544	46	1	0.322778554641494	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.qucibialis	Visit	3	0.264471462134673	0.182419354696952	46	10	0.161221718921502	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.obeum	Visit	3	0.404493408818358	0.219573151789146	46	6	0.0789691610663528	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.fusiformis	Visit	3	0.04347826086958	0.0434782606077	46	1	0.322778475869447	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerobutyricum.s__Anaerobutyricum.hallii	Visit	3	0.23220375899183	0.134713156134424	46	3	0.0917849846968705	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea.s__Dorea.formicigenerans	Visit	3	0.267113807655671	0.192844424759341	46	6	0.172996776212375	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Choladousia.s__Choladousia.sp902363665	Visit	3	0.0434782608695529	0.0434782608428616	46	1	0.322778480533741	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Anaerotardibacter.s__Anaerotardibacter.sp000436075	Visit	3	0.379663007531381	0.298975021639163	46	12	0.217394654437069	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anthropogastromicrobium.s__Anthropogastromicrobium.aceti	Visit	3	0.225178685725026	0.131536902495241	46	3	0.0939553133786476	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.sp934533135	Visit	3	0.0434782608695751	0.0434782606040435	46	1	0.322778475829154	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Ruminococcus_E.s__Ruminococcus_E.intestinalis	Visit	3	0.422304960928169	0.311457972756755	46	12	0.182050306853074	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__UMGS1994.s__UMGS1994.sp934130285	Visit	3	0.0434782608695504	0.0434782606067789	46	1	0.322778581860334	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Agathobaculum.s__Agathobaculum.desmolans	Visit	3	0.0434782608695553	0.0434782605143845	46	1	0.322778474841626	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__UMGS172.s__UMGS172.sp900539855	Visit	3	0.0434782608695627	0.0434782608033872	46	1	0.322778563587426	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__UBA1381.f__UBA1381.g__Hominilimicola.s__Hominilimicola.fabiformis	Visit	3	0.129923577039839	0.0949814226896973	46	2	0.178297277417527	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Hominicoprocola.s__Hominicoprocola.sp003522105	Visit	3	0.163627824785368	0.10765314799098	46	7	0.142765101680012	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Ellagibacter.s__Ellagibacter.isourolithinifaciens	Visit	3	0.0434782608695701	0.0434782606060535	46	1	0.322778475851353	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella.sp900542085	Visit	3	0.101708286499882	0.0710699433591966	46	2	0.159465828036088	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__PeH17.s__PeH17.sp000435055	Visit	3	0.26864017112923	0.264944310392525	46	17	0.321629058487302	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Borkfalkiaceae.g__Scatosoma.s__Scatosoma.sp900542935	Visit	3	0.0434782608695726	0.0434782606070689	46	1	0.322778527741135	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.170.s__CAG.170.sp003516765	Visit	3	0.0434782608695454	0.0434782608695652	46	1	0.322778478754654	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__CAG.115.s__CAG.115.sp003531585	Visit	3	0.089195008933448	0.061641557146931	46	2	0.154985964067475	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.sp934525845	Visit	3	0.134190340474017	0.0987952164085731	46	2	0.181302763258974	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.sp900547745	Visit	3	0.331789552065265	0.206178270559866	46	5	0.121821703919905	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Prevotella.s__Prevotella.lascolaii	Visit	3	0.055654051481015	0.0446148319435249	46	3	0.225354547075931	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Evtepia.s__Evtepia.sp004556345	Visit	3	0.287847425800467	0.160159060935283	46	6	0.0791597913048302	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__CAG.488.s__CAG.488.sp000434055	Visit	3	0.178506019668274	0.172061696062825	46	7	0.31079359374477	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UBA738.s__UBA738.sp003522945	Visit	3	0.489530835201459	0.221335411321296	46	11	0.0376780721322585	0.440574789246671
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Veillonellales.f__Megasphaeraceae.g__Megasphaera.s__Megasphaera.elsdenii_A	Visit	3	-0.0047808397434892	0.00478083973782806	46	2	0.328183261304908	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__RGIG7114.s__RGIG7114.sp938023775	Visit	3	-0.0440410025369638	0.0440410017990908	46	2	0.328183253749344	0.440574789246671
d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio.sp900556755	Visit	3	-0.209095300943643	0.144496648622546	46	10	0.161979888881687	0.440574789246671
d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__Victivallales.f__UBA1829.g__UBA1829.s__UBA1829.sp900549415	Visit	3	-0.0583335272958498	0.0583335271212402	46	2	0.328183260425749	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Agathobacter.s__Agathobacter.sp900549895	Visit	3	0.0418115599454083	0.0418115599021601	46	2	0.328183261377622	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__UBA4372.s__UBA4372.sp900543815	Visit	3	-0.135239877500443	0.093699162155215	46	3	0.163013602913465	0.440574789246671
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Anaerovibrio.s__Anaerovibrio.sp900548165	Visit	3	-0.0897578387754012	0.0897578378015889	46	2	0.328183256590492	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__UMGS1668.s__UMGS1668.sp900553955	Visit	3	-0.04347826086958	0.0434782606038134	46	1	0.322778575013306	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Prevotella.s__Prevotella.sp003447235	Visit	3	-0.167223468672205	0.154579501780398	46	10	0.291059028669822	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__UBA932.g__Cryptobacteroides.s__Cryptobacteroides.sp000431015	Visit	3	-0.0372398626956403	0.0372398620653783	46	2	0.328183253671609	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Alloprevotella.s__Alloprevotella.timonensis	Visit	3	-0.406773381893911	0.188430954000487	46	12	0.0420448526377361	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.sp900552725	Visit	3	-0.0529128694872305	0.0529128688854486	46	2	0.328183256355899	0.440574789246671
d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Treponematales.f__Treponemataceae.g__Treponema_D.s__Treponema_D.peruense	Visit	3	0.067661551644105	0.0676615515684544	46	2	0.32818326133639	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Prevotella.s__Prevotella.sp000434975	Visit	3	-0.108834186859279	0.0959081579962847	46	6	0.26868268022664	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__CAG.272.g__Firm.07.s__Firm.07.sp905187695	Visit	3	-0.0151215216339858	0.0151215213522351	46	2	0.328183252857501	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.sp003487665	Visit	3	-0.0268946469639674	0.0268946464509199	46	2	0.328183252635365	0.440574789246671
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Mitsuokella.s__Mitsuokella.jalaludinii	Visit	3	-0.255177191853237	0.190813609893572	46	8	0.194784320562243	0.440574789246671
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Selenomonas_C.s__Selenomonas_C.sp934202005	Visit	3	-0.0434782608695528	0.043478259813525	46	1	0.322861165886043	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Prevotella.s__Prevotella.sp945863825	Visit	3	-0.0732391698511344	0.0732391687805292	46	2	0.328183254765204	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Eubacterium_R.s__Eubacterium_R.sp900539325	Visit	3	0.0434782608695726	0.0434782608695652	46	1	0.322778478754301	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_D.s__Dorea_D.hominis	Visit	3	0.043478260869585	0.0434782598191463	46	1	0.322779848069095	0.440574789246671
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Duodenibacillus.s__Duodenibacillus.sp900767875	Visit	3	0.0434782608695479	0.0434782606020617	46	1	0.322778475807606	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Limivicinus.s__Limivicinus.sp900549865	Visit	3	0.183022163908104	0.107546959359577	46	3	0.095858886774788	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900540595	Visit	3	0.240984381397289	0.172408477322355	46	4	0.169195066626085	0.440574789246671
d__Archaea.p__Methanobacteriota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter_A.s__Methanobrevibacter_A.smithii	Visit	3	0.329873650325722	0.307513982787094	46	10	0.295027182351777	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus_C.s__Ruminococcus_C.sp000437175	Visit	3	0.0434782608695578	0.0434782606058284	46	1	0.322778559456588	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Limivicinus.s__Limivicinus.sp900546515	Visit	3	0.0434782608695652	0.0434782608695652	46	1	0.322778478754428	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Prevotella.s__Prevotella.sp900551275	Visit	3	0.0434782608695553	0.0434782608695652	46	1	0.322778478754537	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_F.s__Eubacterium_F.sp003491505	Visit	3	0.407664157671224	0.223524352673585	46	7	0.0817973329024683	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Butyribacter.s__Butyribacter.sp003529475	Visit	3	0.0434782608695603	0.0434782605144825	46	1	0.322778474842666	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.170.s__CAG.170.sp002404795	Visit	3	0.375103842130415	0.214825444405311	46	10	0.0947468572242872	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__CAG.590.s__CAG.590.sp000431135	Visit	3	0.0434782608695677	0.043478260605598	46	1	0.322780119757086	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__CAG.194.s__CAG.194.sp000432915	Visit	3	0.361183720223679	0.198174642418828	46	5	0.0751712366255888	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.adolescentis	Visit	3	-0.962144254832776	0.406166413550621	46	22	0.0270442792326472	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UBA4644.s__UBA4644.sp900555855	Visit	3	0.0434782608695751	0.043478260606883	46	1	0.322778839690769	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus.sp000433075	Visit	3	0.0922957592085575	0.0638792045460028	46	2	0.155584924532338	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__CAG.632.s__CAG.632.sp000431515	Visit	3	0.183881187631877	0.116989087251995	46	5	0.130273663282458	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.hattorii	Visit	3	0.154382740623574	0.105919727922742	46	4	0.159093639746187	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Coprobacillaceae.g__Catenibacterium.s__Catenibacterium.mitsuokai	Visit	3	0.0434782608695825	0.0434782598069694	46	1	0.322778467048402	0.440574789246671
d__Bacteria.p__Bacillota_B.c__Peptococcia.o__Peptococcales.f__Peptococcaceae.g__UMGS1590.s__UMGS1590.sp900552455	Visit	3	0.0434782608695726	0.0434782598137426	46	1	0.32278175330492	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.sp003537285	Visit	3	-0.155540273526956	0.141591152451301	46	4	0.277953734296541	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Paratractidigestivibacter.s__Paratractidigestivibacter.faecalis	Visit	3	-0.162994005052576	0.149120678714096	46	3	0.280327179879217	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Absicoccus.s__Absicoccus.sp000434355	Visit	3	0.043478260869585	0.0434782608695652	46	1	0.322778478754235	0.440574789246671
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__RF39.f__UBA660.g__CAG.611.s__CAG.611.sp000434175	Visit	3	0.0434782608695603	0.0434782598248607	46	1	0.322779326558462	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.sp900548615	Visit	3	0.292704988786547	0.181763439443656	46	6	0.121574876228762	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__UBA932.g__Cryptobacteroides.s__Cryptobacteroides.sp000432515	Visit	3	0.116120546155892	0.0829465900172391	46	2	0.168593620458492	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__CAG.488.s__CAG.488.sp000434915	Visit	3	0.122527601571038	0.0884686913754148	46	2	0.173040286889064	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.caccae	Visit	3	0.390918877595133	0.228272792399958	46	9	0.100864281140307	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.pullorum	Visit	3	-0.0316919198146036	0.031691919217456	46	2	0.328183252745828	0.440574789246671
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.mutans	Visit	3	-0.0434782608695479	0.0434782608695652	46	1	0.322778478754636	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Sodaliphilus.s__Sodaliphilus.pleomorphus	Visit	3	0.0250712658050445	0.0250712657047192	46	2	0.328183259940209	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__UBA4285.s__UBA4285.sp900545225	Visit	3	-0.0434782608695776	0.0434782606073718	46	1	0.322779136948409	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.coprocola	Visit	3	-0.346466236956197	0.298877151474041	46	7	0.258791836661117	0.440574789246671
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.hominis	Visit	3	0.312471529383819	0.259969302325972	46	5	0.2421595957777	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Parafannyhessea.s__Parafannyhessea.sp902761955	Visit	3	-0.0434782608695875	0.0434782606073082	46	1	0.32277858326237	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.longum	Visit	3	-0.588932566007713	0.202275806333553	46	13	0.00808832151787854	0.440574789246671
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides.merdae	Visit	3	-0.43430972029628	0.312108321119558	46	8	0.171058836421127	0.440574789246671
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.pseudocatenulatum	Visit	3	-0.289327528769363	0.201475597587745	46	8	0.165058089037465	0.440574789246671
