classification	logFC	logCPM	LR	PValue	FDR
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900547745	0.823036905902657	11.646276230073	10.647941554119	0.0011019348077443	0.025917506678146
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548745	-0.557064031377542	11.6433059589297	10.379277092913	0.00127437582131903	0.0281998469856367
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434055	1.30954493488771	10.7408012369127	10.34979459272	0.00129489093301393	0.0281998469856367
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	0.827572378698523	11.346791742785	9.96226721743719	0.0015978116784554	0.0335540452475634
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	1.10253541813316	12.7884295515992	9.88983170723983	0.00166194568310972	0.0336973814368454
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	1.00675341905067	12.641721642642	9.72728787327375	0.00181552186300188	0.0355430164824076
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp000431515	0.77894639491926	11.2077927233843	9.66916312109439	0.00187386651522897	0.0355430164824076
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	0.721497284796578	10.223884584111	9.5477529510238	0.00200194343102757	0.0363466865400113
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	1.23155671306646	12.2452433485715	9.51331337156212	0.002039865060919	0.0363466865400113
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	1.26412765889485	10.2989263383694	9.35397410216264	0.00222502478035692	0.038016669169735
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	0.858407471863448	10.918215449865	9.25619395421421	0.0023470027301874	0.038016669169735
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium faecis	-0.697715685480216	10.9712492838171	9.24030959388851	0.00236744923342982	0.038016669169735
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp003522105	0.871761292354377	12.0212315625839	9.22126245015377	0.0023922053729255	0.038016669169735
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540595	0.527658701802823	10.9605415363379	9.08207604892565	0.00258126853390236	0.0399417341561733
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	-0.703693465553249	9.96499400407579	8.90825711911384	0.00283884077307806	0.0428009839633307
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	-0.524273395237572	10.788432322172	8.69384344502419	0.00319286646196295	0.0469351369908553
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp003539625	0.919911083345273	9.69279633158221	8.60466272917057	0.00335303455849496	0.0480874224486595
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	1.61501982513926	11.2697834734043	8.51270706039091	0.00352675023089334	0.0493745032325068
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	0.30110800821597	11.7999496318311	8.36953793906796	0.00381562622985965	0.0521764703059878
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003537285	-0.525327548520549	10.4632200024937	8.21619682661342	0.00415181229162211	0.0542879438043832
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900549865	0.696913461098006	9.78898493146058	8.21493969823948	0.00415468957686606	0.0542879438043832
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395	0.971262775375961	12.9307287532724	8.0117501040139	0.00464748016589137	0.0594069203813941
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	0.945878524037964	9.75586998491224	7.89468487947998	0.00495802751680684	0.0620280889336686
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp003150315	0.666973439426662	9.35160213408084	7.52469075504878	0.00608590010493578	0.0744203745509262
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira pectinoschiza_A	-0.531709715467271	10.9449516535223	7.49074252342158	0.00620169787924385	0.0744203745509262
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	0.468860923202519	12.5811905154724	7.39564676847368	0.00653819119729824	0.0763809209703099
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	-0.485360165556096	12.4442501485607	7.3719580873301	0.00662487579844524	0.0763809209703099
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp900546835	-0.475744705258992	10.742140316572	7.28525709361043	0.00695227805951814	0.0786142211345513
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma merdipullorum	0.629271564197219	11.9935933229091	7.16302036103186	0.00744217774296158	0.0825660474124794
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900758465	0.473300865086311	10.6072363979719	7.00995385548917	0.00810577692207307	0.0872118583792066
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	-0.472016706957493	10.5355382672257	6.99855107296059	0.00815757178717068	0.0872118583792066
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934525845	0.471658063710733	10.548391073496	6.93474674679059	0.00845370320277203	0.0887638836291064
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	0.373311144634415	11.9548710237852	6.87410891279005	0.0087453350468259	0.0896206543567559
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella merdae	-0.621422069988557	11.9410152539215	6.85266363681334	0.00885092191551581	0.0896206543567559
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_F	0.28529257253553	12.0768867912524	6.77915162651826	0.00922287158693354	0.0896206543567559
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	0.798269176226184	11.7672107931175	6.76801434314111	0.00928060350876345	0.0896206543567559
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii	-0.592286585849365	11.9006371598535	6.76479107415156	0.00929738080911924	0.0896206543567559
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp902465145	-0.646649909482689	8.76243380900989	6.64387378162753	0.00994973537822602	0.0943620064902726
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	0.905203106146	11.6646963143799	6.60208614790414	0.0101859355035918	0.0947647582798289
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000433075	0.459536566610559	10.2814643467132	6.57975108921434	0.0103145315134508	0.0947647582798289
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium hattorii	0.489163879082471	11.7349805985622	6.46116860816767	0.0110257110189377	0.0994861388142664
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	-0.33818558423298	11.6551614282161	6.43857618611636	0.0111668114995605	0.0994861388142664
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus massiliensis	0.681659170150977	11.7179548080485	6.41069227472819	0.0113435181223921	0.0995520694920377
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	0.458651408799165	10.1443082104882	6.32245485326638	0.0119218471659154	0.103088913728798
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter laneus	-0.265448549501805	11.7017612604659	6.27736941037953	0.0122289497228397	0.104211919377243
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatacola_A;s__Scatacola_A faecigallinarum	-0.470635955828969	9.63261645263138	6.16930991723896	0.0129985302913091	0.109187654446997
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	0.317095212037741	11.4236269553426	6.10153363523454	0.0135064614972963	0.111856329019862
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp905209435	0.446165477033667	9.97013235604465	5.91037102927571	0.0150520012921183	0.122924677218966
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A acetigignens	0.444431052550947	9.90477665285147	5.85420563416053	0.0155398705003033	0.123722809670498
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552675	-0.5929981741856	10.9254756840062	5.85073375931296	0.0155705576796204	0.123722809670498
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	0.257269233347118	11.0724961200896	5.57505221095014	0.018218121840351	0.142830075228352
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_B	-0.431771653513654	9.60246755429563	5.48666699387763	0.0191620393967239	0.148253673227285
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	-1.21126025551641	14.2152471155072	5.41917086562682	0.0199168158688335	0.15209204845291
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae	-0.630867891054417	10.7032672423841	5.32273721003511	0.0210489222469871	0.156899317998108
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum faecicola	-0.296207065750591	9.896354880247	5.32016540238454	0.0210800104113105	0.156899317998108
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia chipingensis	-1.39974456737196	12.9765361173431	5.28999525069093	0.0214482785364157	0.15694716933069
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia;s__Jutongia sp003524945	-0.40808009552061	10.8481847855849	5.27608791801947	0.0216202733261665	0.15694716933069
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp003525905	-0.430433665301975	9.42505945303199	5.18049732555681	0.0228417850636214	0.163792312407431
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis	0.426475371992427	9.37691583087305	5.10121846193378	0.023909042764499	0.169379724644884
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Paratractidigestivibacter;s__Paratractidigestivibacter faecalis	-0.245163679271016	10.6433181934437	5.06249276202321	0.0244490474129166	0.170965689161604
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__CAG-390 sp000437015	0.41902944064743	9.3486076585908	5.04378541129653	0.0247144278549938	0.170965689161604
d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp003258725	0.418569990510633	9.27279209001937	4.95016531933312	0.0260881737100903	0.177315949369752
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	-0.377140548795471	10.4880910673983	4.94042907366913	0.0262355231210347	0.177315949369752
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp002320515	0.61588667024236	9.26326087906717	4.91305877242745	0.0266543996077063	0.178099851924219
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	0.418734208470889	9.15530981351992	4.87305940004534	0.0272790972053093	0.178289290465206
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003458415	0.416499299573951	9.1994904189719	4.87242181918705	0.0272891771120214	0.178289290465206
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	0.417374342360304	9.06304981408524	4.84150501157376	0.0277826380078445	0.179518584050687
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	0.931573173602986	11.8196020530615	4.76952322528317	0.0289678468015666	0.182379656541666
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1829;s__UBA1829 sp002338895	0.416524967415876	9.03012201428657	4.7679531483668	0.0289942776395071	0.182379656541666
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815	-0.469494109744815	11.8389262050492	4.7529744427028	0.0292476969566222	0.182379656541666
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434915	0.416026875371394	9.00887006479068	4.74017341147341	0.0294661009718678	0.182379656541666
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_A	0.453018225891126	12.0561547205672	4.67279558388649	0.0306440070874945	0.186996886529445
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes	0.239156205963535	10.2722276157568	4.64656258374405	0.031115796778015	0.186996886529445
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	0.638880948844983	10.3588744837699	4.64378743824133	0.0311661477549074	0.186996886529445
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900547315	-0.444425943465848	10.1329148229341	4.59217777488469	0.0321181801513954	0.190017842164376
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000154245	-0.35939018828969	10.1347824738584	4.58165653186809	0.0323159595517647	0.190017842164376
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	0.41039114270058	8.90092649709798	4.55724894966454	0.032779687144405	0.190836198424853
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Alectryocaccomicrobium;s__Alectryocaccomicrobium faecavium	0.410779119653046	8.85075602072258	4.51976482673015	0.0335054366593899	0.193148987801189
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS872;s__UMGS872 sp900546275	-0.408757058737524	8.6974058022798	4.46209879034805	0.0346548929633779	0.196857344048306
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000432515	0.409597142561716	8.78387113873857	4.44599056819319	0.0349832896427039	0.196857344048306
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__Bacteroides_F pectinophilus	0.236667515250296	10.1273985134847	4.43772323232793	0.0351530971514832	0.196857344048306
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902363125	0.406457534796891	8.67746432054595	4.34405935593492	0.0371382770139	0.204156990392809
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pararoseburia;s__Pararoseburia lenta	0.405369840969567	8.67388781570953	4.34347533573477	0.0371510169592357	0.204156990392809
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900542085	0.404396259778598	8.65333085330044	4.29303292099891	0.0382688412945173	0.208352580381261
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus_A	0.233902072458181	10.0196211000436	4.24686900246112	0.0393227644847137	0.212126472633135
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus	0.401928726703325	8.5263762226795	4.12929605871896	0.0421468794355909	0.225294228255704
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	-0.270190169891173	11.4483286130153	4.11268863981369	0.0425626476240109	0.22546699822449
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	0.397113640075585	8.48840161020412	4.05980064598909	0.043915683611757	0.230557338961724
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius_D	-0.39466878477231	8.4891824387756	4.02592862551531	0.0448059467226472	0.233149528078908
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	-0.425405751886877	10.9453248624111	3.93652704709514	0.0472482256467238	0.241635937656175
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis	0.309395349871313	11.045387504501	3.93615315855377	0.0472587293035036	0.241635937656175
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia	0.224872941012157	9.75152613908353	3.78737253974411	0.0516406511100507	0.26176467976474
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecihominis	-0.391201212328758	8.31669794475969	3.76141586088506	0.0524481493413293	0.263585571048732
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__Merdousia;s__Merdousia sp900760665	0.430841326230382	9.34149425847619	3.73363162781599	0.053327329631261	0.265732795111707
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	0.337322815106985	9.56012227594147	3.71108335745545	0.0540522972915057	0.266719341895434
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__Caccoplasma;s__Caccoplasma intestinavium	0.511478459536341	9.63128080836198	3.69938527383796	0.0544325187541703	0.266719341895434
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__QALR01 sp900553085	0.415967165873112	9.25883135462191	3.65782730168773	0.0558063625163386	0.268046680191547
