taxa	p_raw	p_adjusted
Prevotella.copri_A	0.371225719796508	0.992740795669209
Alistipes.putredinis	0.861838627282944	0.992740795669209
Slackia.isoflavoniconvertens	0.0787345857477036	0.992740795669209
Eubacteriumventriosum	0.711418553497128	0.992740795669209
Bariatricus.comes	0.913389065403133	0.992740795669209
CAG.273.sp000437855	0.930663081922545	0.994038592633031
Prevotella.copri_C	0.64759417156185	0.992740795669209
Ventricola.sp900542395	0.679224538839855	0.992740795669209
JAGTTR01.sp018223385	0.196900817036274	0.992740795669209
Eubacteriumsp000434995	0.878968985087402	0.992740795669209
Ruminococcussp000433635	0.3830669278469	0.992740795669209
Blautiadifficilis	0.913389065403133	0.992740795669209
Blautiasp900548245	0.913389065403133	0.992740795669209
UBA11774.sp003507655	0.777290670735442	0.992740795669209
Wujia.chipingensis	0.265325515070287	0.992740795669209
CAG.103.sp000432375	0.419927458070425	0.992740795669209
SFJ001.sp004555865	0.913389065403133	0.992740795669209
Agathobacter.sp905209075	0.913389065403133	0.992740795669209
CAG.217.sp000436335	0.695254215556947	0.992740795669209
Gemmiger.qucibialis	0.513448720607901	0.992740795669209
Blautiaobeum	0.3830669278469	0.992740795669209
Blautiafusiformis	0.913389065403133	0.992740795669209
Anaerobutyricum.hallii	0.3830669278469	0.992740795669209
Faecousia.sp900546415	0.679224538839855	0.992740795669209
Dorea.formicigenerans	0.284677717217307	0.992740795669209
Bacteroidespectinophilus	0.982645666800472	0.997919951776645
Choladousia.sp902363665	0.913389065403133	0.992740795669209
Eubacteriumsp900539115	0.601309944811687	0.992740795669209
Anaerotardibacter.sp000436075	0.265325515070287	0.992740795669209
Anthropogastromicrobium.aceti	0.527624506541309	0.992740795669209
Faecalibacterium.sp934533135	0.913389065403133	0.992740795669209
Ruminococcusintestinalis	0.3830669278469	0.992740795669209
UMGS1994.sp934130285	0.913389065403133	0.992740795669209
Agathobaculum.desmolans	0.913389065403133	0.992740795669209
Ruminococcusbromii_B	0.760654012318577	0.992740795669209
UMGS172.sp900539855	0.913389065403133	0.992740795669209
Hominilimicola.fabiformis	0.896155071405668	0.992740795669209
Hominicoprocola.sp003522105	0.419927458070425	0.992740795669209
Ellagibacter.isourolithinifaciens	0.913389065403133	0.992740795669209
Collinsella.sp900542085	0.711418553497128	0.992740795669209
PeH17.sp000435055	0.371225719796508	0.992740795669209
CAG.448.sp003150135	0.727711083177414	0.992740795669209
Scatosoma.sp900542935	0.913389065403133	0.992740795669209
CAG.170.sp003516765	0.913389065403133	0.992740795669209
CAG.115.sp003531585	0.711418553497128	0.992740795669209
Faecalibacterium.sp934525845	0.711418553497128	0.992740795669209
Vescimonas.sp900547745	0.527624506541309	0.992740795669209
Senegalimassilia.anaerobia	0.827775994439035	0.992740795669209
Prevotella.lascolaii	0.878968985087402	0.992740795669209
CAG.302.sp934162325	0.601309944811687	0.992740795669209
Blautiasp905206915	0.861838627282944	0.992740795669209
Evtepia.sp004556345	0.255990448009317	0.992740795669209
CAG.488.sp000434055	0.432653715849064	0.992740795669209
UBA738.sp003522945	0.0679280507350582	0.992740795669209
CAG.873.sp001701165	0.760654012318577	0.992740795669209
Megasphaera.elsdenii_A	0.663335819487001	0.992740795669209
UBA2903.sp900768465	0.777290670735442	0.992740795669209
RGIG7114.sp938023775	0.663335819487001	0.992740795669209
Avelusimicrobium.sp900540405	0.541993256335659	0.992740795669209
Desulfovibrio.sp900556755	0.407419545225445	0.992740795669209
Cryptobacteroides.sp000434935	0.777290670735442	0.992740795669209
UBA1829.sp900549415	0.663335819487001	0.992740795669209
Agathobacter.sp900549895	0.679224538839855	0.992740795669209
Cryptobacteroides.sp000433355	0.947969181536932	0.994038592633031
UBA4372.sp900543815	0.445595976973432	0.992740795669209
Hominicoprocola.sp900317525	0.711418553497128	0.992740795669209
Anaerovibrio.sp900548165	0.663335819487001	0.992740795669209
UMGS1668.sp900553955	0.359609852851348	0.992740795669209
Prevotella.sp900543975	0.3830669278469	0.992740795669209
Ruminococcuscallidus	0.861838627282944	0.992740795669209
Prevotella.sp002299635	0.663335819487001	0.992740795669209
Phil1.sp001940855	0.965299381621532	0.994038592633031
Prevotella.sp003447235	0.541993256335659	0.992740795669209
Cryptobacteroides.sp000431015	0.663335819487001	0.992740795669209
Cryptobacteroides.sp000435075	0.982645666800472	0.997919951776645
Alloprevotella.timonensis	0.445595976973432	0.992740795669209
CAG.177.sp003514385	0.896155071405668	0.992740795669209
SFEL01.sp004557245	0.499469895607991	0.992740795669209
Vescimonas.sp900552725	0.663335819487001	0.992740795669209
Vescimonas.sp000435975	0.695254215556947	0.992740795669209
Treponemaperuense	0.679224538839855	0.992740795669209
Prevotella.sp900313215	0.727711083177414	0.992740795669209
Prevotella.sp000434975	0.777290670735442	0.992740795669209
Firm.07.sp905187695	0.663335819487001	0.992740795669209
Angelakisella.sp004557855	0.571292507520386	0.992740795669209
Vescimonas.sp003487665	0.663335819487001	0.992740795669209
Mitsuokella.jalaludinii	0.485691797121813	0.992740795669209
Selenomonassp934202005	0.359609852851348	0.992740795669209
UBA10281.sp000437515	0.982645666800472	0.997919951776645
Prevotella.sp945863825	0.663335819487001	0.992740795669209
F23.B02.sp002472405	0.744125167754451	0.992740795669209
CAG.791.sp000431495	0.55655074152081	0.992740795669209
Stercorousia.sp001765415	0.965299381621532	0.994038592633031
Eubacteriumsp900539325	0.913389065403133	0.992740795669209
Doreahominis	0.913389065403133	0.992740795669209
Duodenibacillus.sp900767875	0.913389065403133	0.992740795669209
Limivicinus.sp900549865	0.844771743519539	0.992740795669209
Gemmiger.sp900540595	0.878968985087402	0.992740795669209
Methanobrevibactersmithii	0.337058571866911	0.992740795669209
Ruminococcussp000437175	0.913389065403133	0.992740795669209
Limivicinus.sp900546515	0.913389065403133	0.992740795669209
Prevotella.sp900551275	0.913389065403133	0.992740795669209
Eubacteriumsp003491505	0.395132079564398	0.992740795669209
Faecalibacterium.prausnitzii_F	0.727711083177414	0.992740795669209
Butyribacter.sp003529475	0.913389065403133	0.992740795669209
CAG.170.sp002404795	0.485691797121813	0.992740795669209
Prevotella.sp002265625	0.632005521963359	0.992740795669209
CAG.590.sp000431135	0.913389065403133	0.992740795669209
CAG.194.sp000432915	0.527624506541309	0.992740795669209
Vescimonas.sp000435555	0.663335819487001	0.992740795669209
Coprococcuscatus_A	0.965299381621532	0.994038592633031
CAG.568.sp000434395	0.965299381621532	0.994038592633031
Bifidobacterium.adolescentis	0.0679280507350582	0.992740795669209
UBA4644.sp900555855	0.913389065403133	0.992740795669209
CAG.492.sp000434335	0.711418553497128	0.992740795669209
Coprococcus.sp000433075	1	1
Duodenibacillus.massiliensis	0.947969181536932	0.994038592633031
CAG.632.sp000431515	0.348220491291572	0.992740795669209
Faecalibacterium.hattorii	0.930663081922545	0.994038592633031
Catenibacterium.mitsuokai	0.913389065403133	0.992740795669209
CAG.710.sp000432595	0.616575602311988	0.992740795669209
UMGS1590.sp900552455	0.913389065403133	0.992740795669209
Lachnospira.sp003537285	0.499469895607991	0.992740795669209
Paratractidigestivibacter.faecalis	0.485691797121813	0.992740795669209
Absicoccus.sp000434355	0.913389065403133	0.992740795669209
CAG.611.sp000434175	0.913389065403133	0.992740795669209
Vescimonas.sp900548615	0.601309944811687	0.992740795669209
Cryptobacteroides.sp000432515	0.711418553497128	0.992740795669209
CAG.488.sp000434915	0.760654012318577	0.992740795669209
Bacteroides.caccae	0.527624506541309	0.992740795669209
Bifidobacterium.pullorum	0.601309944811687	0.992740795669209
Fimenecus.sp000432435	0.679224538839855	0.992740795669209
Streptococcus.mutans	0.315419674046982	0.992740795669209
Sodaliphilus.pleomorphus	0.616575602311988	0.992740795669209
Butyricimonas.virosa	0.64759417156185	0.992740795669209
UBA4285.sp900545225	0.315419674046982	0.992740795669209
Vescimonas.coprocola	0.458751662797436	0.992740795669209
Lachnospira.hominis	0.695254215556947	0.992740795669209
Ruthenibacterium.lactatiformans	0.212681782872355	0.992740795669209
Parafannyhessea.sp902761955	0.315419674046982	0.992740795669209
Bifidobacterium.longum	0.0713888963359668	0.992740795669209
Bacteroides.stercoris	0.744125167754451	0.992740795669209
Parabacteroides.merdae	0.0826268312312994	0.992740795669209
Bifidobacterium.pseudocatenulatum	0.616575602311988	0.992740795669209
Barnesiella.intestinihominis	0.472117954704294	0.992740795669209
Limosilactobacillus.reuteri	0.315419674046982	0.992740795669209
Faecousia.sp000435995	0.616575602311988	0.992740795669209
Lachnospira.eligens_A	0.878968985087402	0.992740795669209
Enterococcusfaecium	0.930663081922545	0.994038592633031
Ruminiclostridiumsiraeum	0.55655074152081	0.992740795669209
Caccoplasma.intestinavium	0.695254215556947	0.992740795669209
CAG.269.sp958438515	0.616575602311988	0.992740795669209
QAMH01.sp900544245	0.315419674046982	0.992740795669209
Bacteroides.uniformis	0.601309944811687	0.992740795669209
Tractidigestivibacter.sp000752675	0.348220491291572	0.992740795669209
UBA738.sp934511165	0.616575602311988	0.992740795669209
Collinsella.aerofaciens_Q	0.55655074152081	0.992740795669209
Thermophilibacter.mediterraneus	0.601309944811687	0.992740795669209
Bulleidia.intestinalis	0.601309944811687	0.992740795669209
CAG.170.sp900545925	0.695254215556947	0.992740795669209
Escherichia.coli	0.64759417156185	0.992740795669209
Cryptobacteroides.sp900316045	0.601309944811687	0.992740795669209
CAG.103.sp900757655	0.794028055423461	0.992740795669209
CAG.433.sp000433675	0.947969181536932	0.994038592633031
Methanosphaera.stadtmanae	0.601309944811687	0.992740795669209
Baileyella.intestinalis	0.315419674046982	0.992740795669209
CAG.314.sp000437915	0.64759417156185	0.992740795669209
Pelethomonas.sp958423465	0.616575602311988	0.992740795669209
Bifidobacterium.bifidum	0.458751662797436	0.992740795669209
Akkermansia.massiliensis	0.601309944811687	0.992740795669209
Scatomorpha.intestinigallinarum	0.965299381621532	0.994038592633031
Dialister.succinatiphilus	0.32612480356833	0.992740795669209
Acidaminococcus.intestini	0.541993256335659	0.992740795669209
Limosilactobacillus.mucosae	0.161161456866813	0.992740795669209
Butyrivibriosp000431815	0.3830669278469	0.992740795669209
Limiplasma.merdipullorum	0.965299381621532	0.994038592633031
Ligilactobacillus.ruminis	0.348220491291572	0.992740795669209
UMGS872.sp900546275	0.174832698567879	0.992740795669209
Desulfovibrio.piger_A	0.913389065403133	0.992740795669209
Pyramidobacter.piscolens	0.913389065403133	0.992740795669209
Klebsiella.pneumoniae	0.485691797121813	0.992740795669209
CAG.273.sp003534295	0.711418553497128	0.992740795669209
UBA644.sp900547165	0.913389065403133	0.992740795669209
Alistipes.dispar	0.913389065403133	0.992740795669209
Merdousia.sp900760665	0.913389065403133	0.992740795669209
Dysosmobacter.sp958426425	0.913389065403133	0.992740795669209
Bacteroides.clarus	0.913389065403133	0.992740795669209
Coprobacter.fastidiosus	0.744125167754451	0.992740795669209
Pullichristensenella.excrementipullorum	0.913389065403133	0.992740795669209
Collinsella.sp958421275	0.711418553497128	0.992740795669209
Alistipes.senegalensis	0.632005521963359	0.992740795669209
Bacteroides.zhangwenhongii	0.913389065403133	0.992740795669209
Borkfalkia.ceftriaxoniphila	0.913389065403133	0.992740795669209
Acutalibacter.pullistercoris	0.913389065403133	0.992740795669209
Scatomorpha.sp900545405	0.727711083177414	0.992740795669209
Scatomorpha.pullicola	0.913389065403133	0.992740795669209
Alistipes.communis	0.947969181536932	0.994038592633031
Victivallis.lenta	0.695254215556947	0.992740795669209
Parabacteroides.johnsonii	0.913389065403133	0.992740795669209
CAG.791.sp900317555	0.913389065403133	0.992740795669209
Aphodousia.faecalis	0.913389065403133	0.992740795669209
CAG.313.sp003539625	0.395132079564398	0.992740795669209
Scatosoma.sp003150575	0.913389065403133	0.992740795669209
Enterococcushirae	0.913389065403133	0.992740795669209
Scatomorpha.merdavium	0.913389065403133	0.992740795669209
Alistipes.onderdonkii	0.878968985087402	0.992740795669209
Prevotella.sp900546535	0.878968985087402	0.992740795669209
Akkermansia.muciniphila	1	1
Coprococcus.ammoniilyticus	0.930663081922545	0.994038592633031
Acetatifactor.acetigignens	0.965299381621532	0.994038592633031
UBA1829.sp900548385	0.527624506541309	0.992740795669209
Bifidobacterium.catenulatum	0.315419674046982	0.992740795669209
Jutongia.sp003524945	0.458751662797436	0.992740795669209
Anaerostipes.hadrus	0.965299381621532	0.994038592633031
Anaerobutyricum.soehngenii	0.432653715849064	0.992740795669209
Bifidobacterium.angulatum	0.861838627282944	0.992740795669209
Escherichia.fergusonii	0.913389065403133	0.992740795669209
Faecalibacterium.sp900758465	0.711418553497128	0.992740795669209
Blautiasp003471165	0.913389065403133	0.992740795669209
Bariatricus.sp934320645	0.913389065403133	0.992740795669209
Roseburia.sp900753715	0.913389065403133	0.992740795669209
Gallintestinimicrobium.propionicum	0.679224538839855	0.992740795669209
CAG.245.sp000435175	0.601309944811687	0.992740795669209
Oliverpabstia.faecicola	0.913389065403133	0.992740795669209
Prevotella.sp900548745	0.499469895607991	0.992740795669209
Blautiasp905209435	0.744125167754451	0.992740795669209
Blautiaacetigignens	0.982645666800472	0.997919951776645
Faecalibacillus.intestinalis	0.632005521963359	0.992740795669209
Streptococcus.thermophilus	0.913389065403133	0.992740795669209
Blautia.stercoris	0.913389065403133	0.992740795669209
Merdousia.sp002437405	0.913389065403133	0.992740795669209
Faecalibacterium.prausnitzii_E	0.930663081922545	0.994038592633031
Ruminococcussp900545285	0.913389065403133	0.992740795669209
Gemmiger.sp900539695	0.930663081922545	0.994038592633031
CAG.417.sp000432835	0.616575602311988	0.992740795669209
UMGS1271.sp900550255	0.913389065403133	0.992740795669209
CAG.269.sp001916005	0.913389065403133	0.992740795669209
Senegalimassilia.sp003474385	0.913389065403133	0.992740795669209
Faecalibacterium.prausnitzii_I	0.878968985087402	0.992740795669209
Paraprevotella.clara	0.982645666800472	0.997919951776645
Butyribacter.intestini	0.913389065403133	0.992740795669209
Faecousia.sp900547405	0.913389065403133	0.992740795669209
Alistipes.finegoldii	0.965299381621532	0.994038592633031
Prevotella.sp900553965	0.913389065403133	0.992740795669209
Agathobaculum.butyriciproducens	0.930663081922545	0.994038592633031
Eubacteriumsp900539775	0.913389065403133	0.992740795669209
Phocaeicola.sp000434735	0.965299381621532	0.994038592633031
Ventricola.sp934631055	0.913389065403133	0.992740795669209
Doreaamylophila	0.861838627282944	0.992740795669209
UBA11549.sp900768185	0.913389065403133	0.992740795669209
Hominisplanchenecus.faecis	0.913389065403133	0.992740795669209
Bacteroides.ovatus	1	1
CAG.170.sp000436735	0.616575602311988	0.992740795669209
Bacteroides.thetaiotaomicron	0.571292507520386	0.992740795669209
Lachnospira.sp000436475	0.913389065403133	0.992740795669209
CAZU01.sp000432275	0.458751662797436	0.992740795669209
Odoribacter.laneus	0.445595976973432	0.992740795669209
CAG.177.sp000431775	0.3830669278469	0.992740795669209
UBA7173.sp900546835	0.246881525627716	0.992740795669209
Gemmiger.stercorigallinarum	0.395132079564398	0.992740795669209
CAG.103.sp934589185	0.679224538839855	0.992740795669209
Lachnospira.sp000437735	0.395132079564398	0.992740795669209
Roseburiaamylophila	0.445595976973432	0.992740795669209
Faecousia.sp000434635	0.878968985087402	0.992740795669209
CAG.349.sp003539515	0.174832698567879	0.992740795669209
Scatacolafaecigallinarum	0.237997606896875	0.992740795669209
Limosilactobacillus.oris	0.727711083177414	0.992740795669209
CAG.475.sp000434435	0.965299381621532	0.994038592633031
Dialister.sp002320515	0.878968985087402	0.992740795669209
Limosilactobacillus.fermentum	0.930663081922545	0.994038592633031
Phocaeicola.plebeius_A	0.777290670735442	0.992740795669209
Bacteroides.intestinalis	0.727711083177414	0.992740795669209
QALR01.sp900553085	0.878968985087402	0.992740795669209
Vescimonas.sp003539495	0.727711083177414	0.992740795669209
Lactobacillus.paragasseri	0.727711083177414	0.992740795669209
Porcipelethomonas.ammoniilytica	0.947969181536932	0.994038592633031
Streptococcus.sp001556435	0.727711083177414	0.992740795669209
Collinsella.sp003458415	0.878968985087402	0.992740795669209
Mediterraneibacter.lactaris	0.663335819487001	0.992740795669209
Megamonas.funiformis	0.359609852851348	0.992740795669209
Prevotella.sp000436035	0.432653715849064	0.992740795669209
Prevotella.sp022732315	0.727711083177414	0.992740795669209
Faecalibacterium.prausnitzii_A	0.695254215556947	0.992740795669209
Sutterella.faecalis	0.632005521963359	0.992740795669209
Succinivibrio.sp902465145	0.167894725175024	0.992740795669209
Enterocloster.sp000431375	0.419927458070425	0.992740795669209
Coprococcus.sp000154245	0.304943450009916	0.992740795669209
Catenibacterium.faecis	0.181978034845111	0.992740795669209
Parabacteroides.massiliensis	0.472117954704294	0.992740795669209
UBA6398.sp003150315	0.810858944990245	0.992740795669209
Vescimonas.sp900551355	0.586213874783266	0.992740795669209
UBA10281.sp900554485	0.810858944990245	0.992740795669209
Vescimonas.fastidiosa	0.727711083177414	0.992740795669209
UBA10677.sp900762945	0.359609852851348	0.992740795669209
Limivicinus.sp900547315	0.237997606896875	0.992740795669209
CAG.628.sp000438415	0.64759417156185	0.992740795669209
CAG.238.sp000435615	0.472117954704294	0.992740795669209
YE71.sp000434695	0.359609852851348	0.992740795669209
Megasphaera.elsdenii	0.55655074152081	0.992740795669209
Merdousia.sp001917305	0.359609852851348	0.992740795669209
Phocaeicola.massiliensis	0.359609852851348	0.992740795669209
Caecibacter.massiliensis	0.965299381621532	0.994038592633031
SFMI01.sp004556155	0.727711083177414	0.992740795669209
UBA5884.sp900551505	0.878968985087402	0.992740795669209
CAG.238.sp900551415	0.878968985087402	0.992740795669209
Blautiafaecis	0.878968985087402	0.992740795669209
CAG.611.sp900552235	0.878968985087402	0.992740795669209
CAG.452.sp000434035	0.878968985087402	0.992740795669209
Collinsella.sp902363125	0.965299381621532	0.994038592633031
UBA6448.sp000437315	0.695254215556947	0.992740795669209
Vescimonas.sp900552475	0.586213874783266	0.992740795669209
Bulleidia.sp900539965	0.878968985087402	0.992740795669209
Dysosmobacter.sp004553545	0.632005521963359	0.992740795669209
CAG.302.sp001916775	0.586213874783266	0.992740795669209
Prevotella.sp000436915	0.760654012318577	0.992740795669209
Parolsenella.catena	0.395132079564398	0.992740795669209
Prevotella.hominis	0.359609852851348	0.992740795669209
Streptococcus.salivarius_D	0.432653715849064	0.992740795669209
Sutterella.wadsworthensis	0.513448720607901	0.992740795669209
Prevotella.merdae	0.315419674046982	0.992740795669209
Lachnospira.sp900551945	0.445595976973432	0.992740795669209
Zag111.sp002102825	0.445595976973432	0.992740795669209
CAG.390.sp000437015	0.947969181536932	0.994038592633031
UBA5884.sp018376535	0.616575602311988	0.992740795669209
Collinsella.sp000763055	0.616575602311988	0.992740795669209
UBA6984.sp003258725	1	1
Faecalibacterium.sp003449675	0.616575602311988	0.992740795669209
CAZU01.sp934271465	0.616575602311988	0.992740795669209
Clostridium.sp000435835	0.616575602311988	0.992740795669209
Ruminiclostridiumsp900539195	0.359609852851348	0.992740795669209
Vescimonas.cirricatena	0.359609852851348	0.992740795669209
Mogibacteriumkristiansenii	0.359609852851348	0.992740795669209
Faecousia.sp900546075	0.294696184376506	0.992740795669209
Gemmiger.faecavium	0.359609852851348	0.992740795669209
Collinsella.sp905215825	0.432653715849064	0.992740795669209
QALR01.sp900552255	0.359609852851348	0.992740795669209
Faecousia.sp934667815	0.458751662797436	0.992740795669209
CAG.465.sp000433335	0.679224538839855	0.992740795669209
UMGS1623.sp934647945	0.827775994439035	0.992740795669209
Hominenteromicrobium.mulieris	0.679224538839855	0.992740795669209
Coprococcus.eutactus	0.679224538839855	0.992740795669209
Anaerotruncus.colihominis	0.679224538839855	0.992740795669209
Ruminococcussp934476515	0.359609852851348	0.992740795669209
Phocaeicola.dorei	0.371225719796508	0.992740795669209
Acetatifactor.sp003447295	0.711418553497128	0.992740795669209
Vescimonas.sp900554275	0.359609852851348	0.992740795669209
Bilophila.sp959604115	0.359609852851348	0.992740795669209
Phascolarctobacteriumsuccinatutens_B	0.601309944811687	0.992740795669209
Limivicinus.sp003150355	0.601309944811687	0.992740795669209
UBA737.sp900549055	0.586213874783266	0.992740795669209
CAG.510.sp000434615	1	1
CAG.628.sp003524085	0.844771743519539	0.992740795669209
Zag111.sp002103105	0.794028055423461	0.992740795669209
Eubacteriumsp000433975	0.844771743519539	0.992740795669209
UMGS1338.sp900550805	0.844771743519539	0.992740795669209
Faecalibacterium.sp900539885	0.844771743519539	0.992740795669209
CAAFZY01.sp021617435	0.844771743519539	0.992740795669209
Ruminiclostridiumsp934490165	0.844771743519539	0.992740795669209
Eggerthella.lenta	0.513448720607901	0.992740795669209
Enterococcuscecorum	0.513448720607901	0.992740795669209
Ruminococcusgnavus	0.527624506541309	0.992740795669209
Bifidobacterium.breve	0.527624506541309	0.992740795669209
Prevotella.copri_F	0.827775994439035	0.992740795669209
Butyricicoccus.pullicaecorum	0.527624506541309	0.992740795669209
Veillonellaseminalis	0.527624506541309	0.992740795669209
Prevotella.sp900552675	0.359609852851348	0.992740795669209
Alloprevotella.sp900540885	0.571292507520386	0.992740795669209
Prevotella.sp900767615	0.395132079564398	0.992740795669209
Collinsella.sp958429025	0.616575602311988	0.992740795669209
Klebsiella.aerogenes	0.616575602311988	0.992740795669209
Dialister.hominis	0.55655074152081	0.992740795669209
Limiplasma.sp900548145	0.407419545225445	0.992740795669209
Blautiasp900066335	0.727711083177414	0.992740795669209
Hominicoprocola.sp934835795	0.727711083177414	0.992740795669209
Pararoseburia.lenta	0.896155071405668	0.992740795669209
Roseburia.hominis	0.727711083177414	0.992740795669209
Bacteroides.fragilis	0.727711083177414	0.992740795669209
Eubacteriumsp900542875	0.727711083177414	0.992740795669209
Eubacteriumsp000436835	0.181978034845111	0.992740795669209
Acidaminococcus.fermentans	0.527624506541309	0.992740795669209
Alistipesindistinctus	0.541993256335659	0.992740795669209
CAG.269.sp934133175	0.395132079564398	0.992740795669209
Phocaeicola.sp000432735	0.601309944811687	0.992740795669209
Lactobacillus.johnsonii	0.407419545225445	0.992740795669209
Veillonella.parvula	0.616575602311988	0.992740795669209
Phascolarctobacterium.faecium	0.55655074152081	0.992740795669209
Bacteroides.hominis	0.64759417156185	0.992740795669209
Collinsella.sp902467875	0.458751662797436	0.992740795669209
Mediterraneibacter.torques	0.55655074152081	0.992740795669209
Agathobaculum.sp900544475	0.64759417156185	0.992740795669209
Haemophilusparainfluenzae	0.64759417156185	0.992740795669209
Bacteroides.salyersiae	0.64759417156185	0.992740795669209
Faecousia.sp018918045	0.337058571866911	0.992740795669209
Limivicinus.sp934573855	0.337058571866911	0.992740795669209
UBA71.sp006954425	0.601309944811687	0.992740795669209
Klebsiella.oxytoca	0.337058571866911	0.992740795669209
Merdivicinus.sp934539585	0.337058571866911	0.992740795669209
Merdousia.sp021641325	0.337058571866911	0.992740795669209
HGM13233.sp900762805	0.337058571866911	0.992740795669209
Ruminiclostridiumsp003512525	0.337058571866911	0.992740795669209
CAG.1000.sp000434555	0.337058571866911	0.992740795669209
CAG.510.sp900550475	0.337058571866911	0.992740795669209
Bacteroides.cellulosilyticus	0.181978034845111	0.992740795669209
Victivallis.sp900551245	0.337058571866911	0.992740795669209
Bifidobacterium.pullorum_B	0.337058571866911	0.992740795669209
Bovifimicola.ammoniilytica	0.586213874783266	0.992740795669209
UBA9732.sp001940825	0.64759417156185	0.992740795669209
CAG.826.sp000437235	0.181978034845111	0.992740795669209
UMGS1470.sp900552105	0.337058571866911	0.992740795669209
CAG.170.sp934661715	0.337058571866911	0.992740795669209
CAG.170.sp934668295	0.64759417156185	0.992740795669209
UBA1259.sp900760875	0.337058571866911	0.992740795669209
Caccovivens.sp900753315	0.337058571866911	0.992740795669209
Porcipelethomonas.sp910588145	0.337058571866911	0.992740795669209
CAG.724.sp003524145	0.337058571866911	0.992740795669209
Akkermansia.muciniphila_E	0.337058571866911	0.992740795669209
Fimimonas.sp003537755	0.64759417156185	0.992740795669209
Dysosmobacter.welbionis	0.616575602311988	0.992740795669209
Vescimonas.sp900556015	0.913389065403133	0.992740795669209
RUG841.sp900313795	0.913389065403133	0.992740795669209
CAG.1138.sp000434675	0.913389065403133	0.992740795669209
UBA71.sp006954465	0.913389065403133	0.992740795669209
Senegalimassilia.sp900550055	0.913389065403133	0.992740795669209
Neoclostridium.sp900555125	0.913389065403133	0.992740795669209
Porcipelethomonas.sp900554975	0.913389065403133	0.992740795669209
Acetatifactor.sp900755865	0.913389065403133	0.992740795669209
Avimicrobium.caecorum	0.913389065403133	0.992740795669209
Parabacteroides.sp900549585	1	1
Limivicinus.sp934591725	0.632005521963359	0.992740795669209
Sutterella.massiliensis	0.913389065403133	0.992740795669209
Phascolarctobacteriumsuccinatutens	0.913389065403133	0.992740795669209
Hominicoprocola.sp934572465	0.913389065403133	0.992740795669209
Flavonifractor.plautii	0.913389065403133	0.992740795669209
Cryptobacteroides.sp000432655	0.913389065403133	0.992740795669209
