classification	baseMean	log2FoldChange	lfcSE	pvalue	padj
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544335	43130.1141612128	-0.0982496265511167	0.977966575524244	0.733500457873156	0.961837004019408
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	29994.5179298111	-0.257298580870263	1.05960305603416	0.613702164355448	0.847081860659632
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	523373.699855589	0.0867112470052746	0.903493996208756	0.683706620719994	0.923726388049752
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	184462.186944242	-0.230927736105744	1.02099803923402	0.426896332732732	0.632279706919009
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	305027.311990396	-0.0750057075136993	0.987638335068536	0.564537021245383	0.792238110960107
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp900556915	82485.9722533047	-0.0699751471028049	0.97064850118019	0.759868082142704	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum faecicola	33174.6846208134	-0.236828161929728	1.05575437931298	2.40912079768699e-12	4.49702548901572e-12
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900548625	19383.6437624943	-0.376649079613855	1.12559752907464	2.35896522838047e-24	1.19575135212976e-23
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp900541355	21774.8466375229	-0.0710565563606007	0.970537426025543	0.816527376958389	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	49803.8475055546	-0.0218294105196699	0.969531122372119	0.928314365379251	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum hominis	22604.1237112681	-0.106844918710715	0.972398912062766	0.913239047295462	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	327571.487653033	-0.0822733047052368	0.977818938286493	0.865981285205832	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	122197.360449042	-0.252696450342637	1.0633913458499	0.722440039988418	0.961837004019408
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	125495.38998491	-0.206982787907553	1.03313886620498	0.70554112039948	0.945007240990647
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	76049.6765431999	-0.226068556405481	1.04958636561888	0.699143873286563	0.938576706603879
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	141769.047393545	-0.00275217657781533	0.9748624118331	0.949002481484232	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	67392.9969390237	0.0169081960687461	0.968373970040074	0.20964066286164	0.336799753449848
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	408373.769644395	-0.0425350230873485	0.945177791227379	0.727044124115675	0.961837004019408
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	103853.124251277	-0.261972887875463	1.03607012606752	0.273536367806566	0.430051829599627
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	50088.2815107058	-0.1383552991452	0.993123163193763	0.942969865617035	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	130655.138712064	-0.35003913363675	1.10771508719473	5.99433456482725e-21	2.91294935877556e-20
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_I	785337.88246873	-0.245642828123781	1.05812885512568	0.365481154640766	0.555304700074342
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	89095.0445333097	-0.000113114094601172	0.972066117521157	0.673203748997139	0.914188924735145
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	1861873.37652702	-0.375606787532534	0.914518543282226	0.312939424106225	0.482961630904096
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	622229.226127916	-0.156953398681819	0.87490387171573	0.76065053817822	0.966353832888925
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia isoflavoniconvertens	37581.3428425337	0.407547065387183	1.14219058142228	1.94395244201248e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	8350.46944429984	0.39125330178889	1.12868246028855	2.24753262040967e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes	34129.5784162706	0.351023462294002	1.10636184092756	2.16817257171778e-14	4.3961568005864e-14
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000437855	17758.5039684063	0.374186130662066	1.11387233964959	0.00134897378457667	0.00229912053719155
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_C	790901.469951138	0.323655743418969	1.08870129078419	4.24834366243681e-16	1.44394570723286e-15
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	53324.5643588853	0.257977917763918	1.06113050368303	2.64691294135875e-06	4.78887633698137e-06
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGTTR01;s__JAGTTR01 sp018223385	28103.1756805654	0.347548450106316	1.10326931368515	3.5815825901914e-17	1.60761111681874e-16
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	16415.6249294309	0.34173420799244	1.09915229535998	6.95619346785868e-14	1.34547426286214e-13
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	14824.9301824975	0.406497949090516	1.14105749565509	2.14140609427322e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A difficilis	7541.81975686615	0.398540331104968	1.13431565935847	2.35891967431892e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900548245	16120.1110394602	0.410630861309849	1.14433190461448	2.35891961775116e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	75002.1945649487	0.245003589360626	1.04906885004192	0.899180048263659	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia chipingensis	362276.485664264	0.0919499374862607	0.994419033641871	0.383406921066252	0.57805966560758
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	185108.846849152	0.180827252456656	1.02740536775943	0.544203831789519	0.769211185317878
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SFJ001;s__SFJ001 sp004555865	4622.24066098904	0.389192779661248	1.12693309498217	2.4120689340007e-24	1.21221925913881e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp905209075	4976.26410476531	0.390709786627818	1.12810515919502	2.35891972514435e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	128740.310971762	0.204432611656152	1.03251022003852	0.805662243391726	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	161148.088772972	0.292781766536248	1.06577282159257	0.322373789580627	0.493634865295335
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	54188.9424652079	0.380943385054337	1.12194070709282	5.62379897020991e-17	2.48631112367175e-16
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	11532.9682651228	0.405754586030558	1.1402200848801	2.35891963817243e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	27958.7148368627	0.409602585356569	1.14363259998059	2.1414059516155e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900546415	51243.6524296266	0.293961591920668	1.0763434796574	0.0017053235104759	0.00289806423167581
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	40035.7197329071	0.34617982077864	1.10359519080634	1.37880108066095e-16	5.47793942857187e-16
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__Bacteroides_F pectinophilus	47165.9552511537	0.348278052109528	1.10445610799608	3.3233472803182e-15	8.53331092064237e-15
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665	9940.99535087029	0.403324065475866	1.13821375388064	2.35891964915506e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	12335.9839557297	0.342087431971322	1.09973250176192	0.00900952516025441	0.0152668610784714
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	163418.189051946	0.255706985364326	1.05163983712315	1.4046722340048e-11	2.61375719492033e-11
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	18787.938570643	0.397191867187931	1.1334960047014	2.14140605235104e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934533135	12977.5227484531	0.407526796116705	1.14170660751748	2.35891963014847e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E intestinalis	100529.64767403	0.24868627656114	1.0563230112157	9.48327841573833e-14	1.8045850189172e-13
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994;s__UMGS1994 sp934130285	7019.56515201918	0.397255422828929	1.13327682241347	2.35891968133529e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum desmolans	6594.63959301534	0.396141385371942	1.13238616599209	2.35891968821684e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	91421.0884679216	0.19965818390946	1.03411626235106	0.530330355111468	0.755046607277345
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__UMGS172 sp900539855	1807.5046276324	0.368198933009789	1.11145288807147	5.26558113946597e-24	2.60181656303024e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	9880.55609151964	0.393005506242485	1.13004104705031	2.24753272941933e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp003522105	112996.842841456	0.351524528896644	1.09895235650417	7.39436726861763e-15	1.67872121774022e-14
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Ellagibacter;s__Ellagibacter isourolithinifaciens	6777.28987198873	0.396654796359761	1.13279528121596	2.35891968546682e-24	1.19575135212976e-23
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900542085	7387.04537767698	0.390420673913602	1.12802238869494	2.24753273228827e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	200798.343175202	0.217937281475708	1.02698640098476	0.47057099601097	0.686589939589206
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp003150135	51182.7919266539	0.271958612338844	1.06299905668583	0.995572733328112	0.998547884197718
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp900542935	4224.21698665331	0.387364778095151	1.12552229091796	5.77548422488459e-24	2.82998727019345e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765	3574.58944756292	0.383836360689544	1.12283938517633	4.33367729576384e-24	2.15949343212639e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	7112.09268077324	0.389636920018004	1.12741127008524	2.24753264906024e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934525845	27799.1152733119	0.404782394348491	1.13950409895477	2.24753250620974e-24	1.19575135212976e-23
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900547745	149328.158261254	0.373221663700486	1.11533567505559	7.74795790600219e-19	3.7342616792863e-18
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia	31560.8356774881	0.350135888442664	1.10574419519765	3.35604748289203e-15	8.56570334265829e-15
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella lascolaii	21652.3546324159	0.380024619457484	1.11848363401905	7.13144241449394e-05	0.000123695815331045
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp934162325	5064.17888956109	0.339150377175458	1.0970156162958	4.30381273612796e-06	7.69192063478188e-06
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp905206915	44379.3524730945	0.366583882655077	1.11151588824725	8.70346212872814e-08	1.61439612987134e-07
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345	56977.2585656418	0.356456264259111	1.11023397874484	6.53465523384009e-18	3.09869135282095e-17
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434055	60981.5709047669	0.331241907680985	1.09138706946803	1.40497071364301e-14	2.9716646748996e-14
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	234424.535028584	0.315848521834609	1.08174128590516	7.99426711749585e-16	2.48710532544315e-15
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001701165	54368.230813093	0.0100916917581307	1.00208251869863	0.945069367850634	0.966353832888925
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii_A	8328.04806594261	-0.00612937207393834	1.00773098016477	0.927922765406704	0.966353832888925
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903;s__UBA2903 sp900768465	27013.8658972477	0.0163257014120983	1.00311410733567	0.941444796681198	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG7114;s__RGIG7114 sp938023775	16199.7412962957	-0.019008049040053	1.00775668026132	0.916575365827254	0.966353832888925
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp900540405	49645.5453836877	-0.0355964092151753	1.00745525407709	0.478526985673026	0.694750290310468
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755	140663.277160408	-0.0561108260197869	0.98907543616226	0.664871853535511	0.904964467312223
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000434935	58646.887543223	0.0104753311798751	0.997867982929374	0.758352981399017	0.966353832888925
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1829;s__UBA1829 sp900549415	11524.9710309171	-0.0234289319612314	1.00835406551039	0.912457281029215	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900549895	9887.52922895234	0.0076162115275881	1.00906655624852	0.939556680154177	0.966353832888925
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	1175124.01046473	0.0145146901476776	0.98143843645446	0.962368526854616	0.973963328382985
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900543815	29058.2893130621	-0.0640523509659199	1.00869180813011	0.0857322975164267	0.142806206627929
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	484438.012742122	-0.033489325155777	0.944427893552485	0.841238363825847	0.966353832888925
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio sp900548165	5419.4755937782	-0.0317780969948604	1.01006531271848	0.904032521429623	0.966353832888925
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__UMGS1668 sp900553955	2695.47874605059	-0.0519347488270056	1.01669693257244	2.35894805186172e-24	1.19575135212976e-23
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900543975	280615.8636012	-0.0332419299083189	0.985530233413062	0.850244636441033	0.966353832888925
