classification	rab.all	rab.win.Visit1	rab.win.Visit3	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp934255515	-0.861239043231311	-0.568382515822485	-1.1479060035307	-0.424938502867962	4.63401166779817	-0.0916999207880435	0.465037340113844	0.529375825181559	1	0.590755560443924	0.992909042014729
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900317855	-1.05031914956709	-0.821993039635711	-1.24093597522967	-0.355363192145584	4.04426087994716	-0.0878685136034614	0.461642907116671	0.440492095405579	1	0.594050050181166	0.992898475102096
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	1.34024227301302	2.48854110906719	0.658936979507565	-0.156680904761476	4.27380299811432	-0.0366607690692824	0.446331523827248	0.364460442255958	1	0.349515898541365	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	0.443432793176271	0.370706631878285	0.525101014319686	-0.20846754658497	4.22419296063774	-0.0493508579100271	0.459239132012911	0.784466889367083	1	0.786200577072106	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	0.460656612674333	0.440853880736368	0.479899814950882	-0.326766229877974	6.16630516635042	-0.0529922248514621	0.477581522603069	0.908683984078466	1	0.798164650520843	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	0.0033674523677405	-0.284190599657265	0.310305746073324	0.495387772021669	8.05315391329234	0.0615147527733195	0.470468432910091	0.370751880989296	1	0.586087535306064	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	0.219990841900531	0.0012584093723067	0.44117461249979	0.0115693232859151	4.79102218302939	0.00241479226017688	0.498641304400081	0.575170020693799	1	0.661019994495768	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	0.5842876450627	0.0797696711103484	1.20214057375947	-0.100232361704952	3.9498479767535	-0.0253762580977449	0.479619566002516	0.413351412385195	1	0.5768770800607	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	-0.570610935748517	-0.169881329047332	-0.931390944287244	-0.662562215523279	5.11635431539251	-0.129498892117375	0.406929351534007	0.242702622285	1	0.435219154911774	0.996954305824348
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	2.43354880547847	18.4522097146997	1.48195096965528	-0.79933964886885	2.18096689140693	-0.366507007519587	0.348268845522537	0.543928854900154	1	0.472015906187362	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	0.790337851965694	1.17954751343148	0.438386486033036	-0.44053071137261	5.63217608443387	-0.0782167859755206	0.421588597792183	0.52691121445396	1	0.554140092641709	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900549405	-0.985040328536972	-0.731369145540908	-1.20428625813644	-0.309564511511773	3.87859150899986	-0.079813641316303	0.471147319509682	0.420539271457796	1	0.594526931067188	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900764105	-0.995589083350303	-0.828284803542628	-1.16865303703115	-0.456049284101494	3.59523576967884	-0.126848227297826	0.446331523827248	0.730064812637481	1	0.657167211910269	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900539625	-0.257726228716713	-0.244685732897542	-0.269496717815514	-0.337830819960546	3.45187849788921	-0.0978686880685765	0.477257298906524	0.873415779864229	1	0.782002097542977	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	0.694602845544797	0.718988826849502	0.637421503264351	-0.206135998267881	5.81201947595606	-0.0354671898675928	0.452445654019522	0.921884149416167	1	0.81717176421765	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251385	-0.251502013901209	-0.293916941796251	-0.179953451530402	-0.73821472526949	3.17124820375001	-0.232783647901337	0.415760872899656	0.813034601787503	1	0.778552116436039	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas sp900066535	-0.912716354035711	-0.743448227125601	-1.06395257950382	-0.129821709690013	3.72937399905105	-0.0348105901213036	0.477936185506226	0.574995682400324	1	0.62267456696437	0.999743880902895
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	2.13959159502723	1.71710657764572	2.61163590792468	0.300999303480861	3.68028769999818	0.0817868949432974	0.465353262208488	0.779115337526212	1	0.763751936790633	1
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544335	-0.309691264513084	-0.309421983981728	-0.309691264513084	-0.121739511127977	3.46481735621566	-0.0351359100962664	0.489130435200844	0.875379905940384	1	0.776212902331333	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	-0.601118731038708	-0.597532755651962	-0.603987664646171	-0.0468464250707257	4.24524584962365	-0.0110350322996909	0.493206522000452	0.685553482950883	1	0.763391903084353	1
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	1.60327479199409	1.11368647256432	2.51000996230617	0.133354620794334	3.77024987858345	0.035370234092929	0.480978261602191	0.699692796369379	1	0.830329586737611	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	-0.371108846522963	-0.173937232092836	-0.573855115772091	-0.715984096553903	3.43155232981542	-0.208647290712427	0.434782611247289	0.59870234820668	1	0.62113222129757	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	-0.251060140335783	-0.447830333139125	-2.89015521808267e-05	0.489119561914942	5.42482104531099	0.090163262129673	0.471826206109285	0.51479449562584	1	0.628159395770335	1
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp900556915	-0.230203480550761	-0.233501850208494	-0.221100843790092	-0.334048906957992	3.52351550417444	-0.0948055731732222	0.429735236968931	0.869095315486157	1	0.761316311070705	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum faecicola	-0.548850010689053	-0.334790206657742	-0.785565488508729	-0.695110899321309	6.5510930866308	-0.106106094071516	0.454175154524406	0.625088900917907	1	0.603938549226833	0.999592344960482
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900548625	-1.13783993949543	-0.897155601376449	-1.42772578333515	-0.565268086614712	3.98294192886304	-0.141922251619689	0.441955195742485	0.397191414729093	1	0.55934260090816	0.986072555424479
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp900541355	-0.69785140273977	-0.64022627377734	-0.737289564630382	-0.10414179120313	3.95080250568306	-0.0263596550456082	0.490489130800698	0.831051631007604	1	0.751646835606961	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	-0.436438572946967	-0.424122732688977	-0.451246638789174	-0.327520499155842	3.87401229173788	-0.0845429685017639	0.456890700921334	0.756855238483599	1	0.791187721133608	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum hominis	-0.89929959213136	-0.790280603310958	-0.989506495195467	-0.450939460921742	3.47189670057736	-0.129882741282813	0.454483697417334	0.763142430548786	1	0.674812461163657	0.999506378324896
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	1.86107653027142	2.09694586059262	1.64514834213696	0.215538428720102	8.33064008471416	0.0258729733283751	0.474541752507818	0.916089740489835	1	0.852902502699511	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	-0.617712682564719	-0.679101672389596	-0.536315595307677	0.336694683051483	5.18145242214618	0.064980753584151	0.471147319509682	0.688224036398257	1	0.710988284656427	1
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	0.209218099874644	0.472316139116082	-0.127460017504681	-0.282542902897498	4.05610598010878	-0.0696586588918273	0.439918535946259	0.674088474938734	1	0.593613681832846	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	-0.552285573336878	-0.522998325661767	-0.572132916535949	-0.233507025970253	5.05877682026199	-0.0461587917923131	0.480651731905124	0.76763231650321	1	0.770664063520787	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	-0.132601692071555	-0.135091646000587	-0.12776890884509	0.0639480256534011	4.95159328994133	0.0129146361401097	0.485054348401402	0.902739951243016	1	0.793312818590099	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	-0.614441073752033	-0.858623084646069	-0.332575059715515	0.436902616969814	4.20391505892529	0.103927555824952	0.465353262208488	0.245816996318661	1	0.49185755845342	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	1.01012218014342	0.91548567571844	1.18137526744546	0.421147484934535	3.17368235455563	0.132699948477831	0.441276309143716	0.760156124197085	1	0.714989196500069	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	-0.866804292843991	-0.751194694033009	-0.997624527912951	-0.678712253928571	3.72787969324031	-0.182063883434669	0.432450783362231	0.548625547751626	1	0.649681650016143	1
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	-0.411815778307187	-0.496205006295476	-0.319013226475466	-0.247322162907626	3.87460413982641	-0.0638315951726378	0.467391305607296	0.758931263149225	1	0.775099819035127	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	-0.562405680614958	0.0704654699326	-1.10013878564163	-1.08708086059848	4.69144224267058	-0.231715707956721	0.403532612549178	0.100275162545617	1	0.278555862345556	0.983356359329667
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_I	-0.497809068948317	-0.313814216416674	-0.722475595077791	-0.314312648419374	5.45471099802562	-0.0576222367295247	0.473505435804444	0.886305544819174	1	0.71799197882027	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	-0.334091384172714	-0.41710709855599	-0.251783833953375	0.0585294141352133	4.78201505145929	0.0122394876438861	0.495923913200253	0.675460895727439	1	0.662839035114689	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	19.7373998312628	20.2728487436725	2.33942130945726	-0.970070986518362	2.85972895629916	-0.33921780747143	0.338764433252106	0.391815896663965	1	0.433852743746095	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	11.2651631189229	18.1898585810558	2.68141377014054	-0.0463155369754524	2.31927950923215	-0.0199697952709401	0.497282608800165	0.781207368420414	1	0.844651291463844	1
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia isoflavoniconvertens	-0.54575902069851	-0.915531092350827	0.00530231550658122	1.15470901986286	5.44792345170708	0.2119539729401	0.399456525768926	0.057287138820803	0.995866187806445	0.322316732096016	0.988550444447083
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	-0.899643714972468	-0.976634837410671	-0.815356879716619	0.22977301988465	4.22219764714417	0.0544202425104531	0.474541752507818	0.396954489117718	1	0.650057208125266	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes	-0.880989651507592	-0.84561310241144	-0.911298900800242	-0.0613290749538677	4.38286753214084	-0.0139929109205614	0.495587237100928	0.670235372422096	1	0.76024395130448	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000437855	-0.858556629624916	-0.755084945944729	-0.969250126806722	0.0929816584884371	3.80082587470602	0.0244635407023556	0.493206522000452	0.718138799530837	1	0.749249663311906	1
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_C	-0.252126426102599	-0.355361262180928	-0.124118682760884	0.476448710090246	4.69844206767136	0.101405679420537	0.466032610008076	0.328909505923521	1	0.582945209339621	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	-0.353510633294533	-0.246518668203024	-0.459746423915274	-0.215126943688848	5.70057126940768	-0.0377377868852082	0.478940218202691	0.827421231421875	1	0.70615847771619	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGTTR01;s__JAGTTR01 sp018223385	-0.570139501010384	-0.981847849913525	-0.169377408328527	1.04000194218504	5.24997116167065	0.198096696183392	0.418194164803373	0.217757677160658	1	0.4065726837373	0.997312882513191
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	-0.909307921277057	-0.958870002210604	-0.831975912208508	0.23776314912757	4.69410330488411	0.0506514521911315	0.479619566002516	0.64634323620614	1	0.711198923283394	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	-0.71770045516153	-0.938544073187041	-0.486190893334806	0.622871850022774	4.5048842552407	0.138265894245377	0.437881876150275	0.202449561092074	0.998843429375343	0.524675797343391	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A difficilis	-0.987524018817389	-0.896556066107445	-1.0961237904189	-0.118972659475398	4.04676477728024	-0.0293994501838472	0.488798371102537	0.637216243391045	1	0.73622374878846	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900548245	-1.02582320829337	-0.950312153802809	-1.10654649653562	-0.0137053150324533	3.85422128004183	-0.00355592324276321	0.498302783500353	0.608773678757393	1	0.77282402668421	0.996979424204165
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	-0.167196105299583	-0.186632953335375	-0.133998018347055	-0.616555693755846	3.66967947800182	-0.168013500212167	0.441576089234577	0.779715751750645	1	0.810469283338815	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia chipingensis	1.32311351143175	2.63529643332447	0.434076928552848	-0.680902099589321	5.19736037896123	-0.131009214282233	0.430414123567209	0.26187172528365	1	0.344838412357816	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	0.029287633870517	0.30646778100849	-0.256210942091441	-0.82243347433538	4.69263124320759	-0.175260622817065	0.408689752439917	0.627501965429312	1	0.481581285555684	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SFJ001;s__SFJ001 sp004555865	-0.999485419872137	-0.86460841186743	-1.12603850916506	-0.266838301270706	3.9128206975387	-0.068195892911361	0.471147319509682	0.658165119739147	1	0.697543240060397	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp905209075	-1.08471164102587	-1.00702701082839	-1.17244850852968	-0.120513560690366	3.98784585195145	-0.0302202154156467	0.489130435200844	0.623388950449205	1	0.74989825634974	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	-0.115398428699653	0.0526041116156399	-0.232005494258189	-0.62177339692677	4.19326869186479	-0.148278930499505	0.451766306220292	0.834914366429094	1	0.677064646845273	0.999611469721075
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	-0.0838449313637071	-0.217427923709421	0.0688829262307369	0.477591356735061	4.15153295045787	0.115039760597923	0.422267484390054	0.545242510556344	1	0.613822643200226	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	-0.466600895162891	-0.730298396642096	-0.191020298759897	0.52950232554433	4.50765451667991	0.117467371020779	0.455163045216645	0.171331753599923	1	0.489872179433855	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	-1.01335494432681	-1.00061112265904	-1.03455175310352	-0.0132917240546746	4.02412520552347	-0.00330300956750315	0.498981670100211	0.594638360350056	1	0.768608151510506	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	-0.860883397512028	-1.07860216088807	-0.616208951327545	0.789328636341764	4.4944940775573	0.175621242952166	0.425271742070106	0.165727402188493	1	0.480748519745854	0.996056239570881
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900546415	-0.76576735017081	-0.65233764787839	-0.907508885090218	-0.317999596174712	4.88145459082198	-0.0651444339506115	0.471147319509682	0.799126480485067	1	0.696651301051506	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	-0.533027179587844	-0.891203549385461	-0.167057404649915	1.18776689398173	5.92455567925032	0.20048202064193	0.408288047128254	0.142804050340224	1	0.389938553641346	0.999743880902895
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__Bacteroides_F pectinophilus	-0.803994668025647	-0.793171386682975	-0.843770878243735	0.0782499594358246	4.43642384398501	0.0176380711554234	0.493885869800399	0.668419014150666	1	0.752083755455653	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665	-1.10861102483277	-0.985337660109137	-1.22086719421021	-0.219178030902857	4.05860371224127	-0.0540033091286512	0.473862865908168	0.667971264295735	1	0.706370196975757	0.999263696600195
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	-0.905641353305235	-0.728167165362279	-1.12052886194757	-0.270643911884703	4.21951500194538	-0.0641410000343461	0.473862865908168	0.767843969437933	1	0.660798143792112	0.994487112662325
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	0.282205959159278	-0.105222389752711	0.891929981112435	0.500455766426883	5.12527862098392	0.0976445971889055	0.444670742137811	0.250977265118251	1	0.460774452230688	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	-0.868414527252206	-1.24198805141331	-0.482743594762608	0.809950435821101	4.63776051887862	0.174642574260592	0.419157611888267	0.164017874186152	1	0.427083921818172	0.985897487841396
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934533135	-1.00481973567883	-1.00368250904381	-1.00726444564863	-0.0146973214827302	3.79978898417644	-0.00386793096772863	0.498981670100211	0.582534472755526	1	0.757528295038496	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E intestinalis	0.248419631255711	-0.0347698819818731	0.71121144535922	0.633101106626503	10.5003579847789	0.0602932878616361	0.425271742070106	0.251803158321443	1	0.431838088850912	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994;s__UMGS1994 sp934130285	-1.02222031625204	-1.02342101691008	-1.01883473193957	0.124624199160335	3.86938945631519	0.0322077166352271	0.489809783000769	0.575278520791917	1	0.706627735801312	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum desmolans	-0.958819771321474	-0.848544343477771	-1.09289970251597	-0.146838018188392	3.81579342101241	-0.0384816477170382	0.483695652801637	0.665843780863834	1	0.700209189965734	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	-0.188485986316222	-0.090730435207913	-0.273051292810184	-0.354599224943154	4.62985331155427	-0.076589732132164	0.445349628736705	0.700860521883029	1	0.682417945510842	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__UMGS172 sp900539855	-0.968301167585105	-0.951441353226762	-0.996522463770875	0.0429822933919066	3.96506204775581	0.0108402574472282	0.495587237100928	0.643542974305881	1	0.76502956296055	1
d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	-0.953946354390721	-1.00652664475129	-0.871725338546732	0.217291370997421	4.38941956061097	0.0495034407162426	0.485403938103503	0.390064148147208	1	0.668744688422059	0.997539329569103
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp003522105	-0.418669707486282	-0.677882327015954	-0.106977895388487	0.693296258510063	4.15103319714477	0.167017758129937	0.442934784832357	0.31035695700351	1	0.511773046874866	1
