classification	baseMean	log2FoldChange	lfcSE	pvalue	padj
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	351879.058388682	-0.0102375912527465	0.97367641676802	0.863937226083122	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	298864.590392482	0.015211726235804	0.980810683199302	0.852065873672396	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	249852.615580213	-0.117465605020282	1.0204386441096	0.241257742455683	0.911826000818103
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	257359.966388946	0.0958570275077904	0.98196973826569	0.605728429386613	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	305075.433480947	0.0676195754226376	0.976190574371817	0.575969078310748	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	107496.581499054	-0.295563843104029	1.07812701493297	5.59818123986235e-17	2.7207160825731e-15
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	398153.655889221	-0.0446841338241951	0.921418124008716	0.71748788098379	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	304417.088789361	-0.125316706021905	1.00153708052423	0.481040625913983	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900764105	8955.79396878853	0.0668891951188549	0.963299761148335	0.954770531391808	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900539625	140606.280020768	-0.0679349865250571	0.971317868969954	0.95323116605014	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	289413.762911055	-0.109205825359382	1.00840564225997	0.966480835565511	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251385	219428.352562899	0.0247700385496648	0.962233738716073	0.811621006447971	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas sp900066535	17764.7502186316	-0.334631063523604	1.09499013708743	0.000980452818978262	0.00680714385747765
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	461647.547470257	0.0492591213598821	0.942132404573283	0.775174801184524	0.994843219926558
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544335	39682.5920913011	0.00493047345852694	0.965161338580257	0.934544708775143	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	34756.6897624865	-0.250664392077482	1.05631222163355	0.558335173276409	0.994843219926558
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	523208.508567524	0.193539875034238	0.932141040593858	0.571419172698931	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	143513.236806078	-0.146454305336492	0.985581979475971	0.545176315296779	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	283900.984984616	0.0104461373920624	0.976049946352724	0.449609436562573	0.994843219926558
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp900556915	74384.7502892791	0.0423244319418577	0.96621253741327	0.979663982080252	0.996060031989545
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp900541355	21270.720164249	0.0463069122269174	0.965761831360995	0.936978663666821	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	58903.0228750692	0.0823381299587923	0.974247771286973	0.744575252351751	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum hominis	22436.3341378195	0.0194617227871878	0.95931745156036	0.949367774163285	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	318089.584988546	-0.0173830583039552	0.972314993721514	0.967152601439797	0.994843219926558
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	122482.853569068	-0.208279956566278	1.0330444823773	0.643101666296921	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	75395.4125715996	-0.219712366986274	1.04699969687944	0.641362885647984	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	141606.491778831	0.0916728584468922	0.983189710955776	0.781370822130277	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	76804.3006295148	0.129791334126892	0.979116222671423	0.151128546173073	0.721407689423971
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	454046.076010838	0.0507136617046025	0.942199948678619	0.640817522059192	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	123948.926396402	-0.174008170109304	0.99358115146654	0.427326623927844	0.994843219926558
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	56154.2878011704	-0.0480468184475838	0.971585961974382	0.946720257112664	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	110412.309370585	-0.347974911858695	1.10604609772833	1.43130151177532e-20	3.47806267361403e-18
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_I	690392.406525573	-0.242919628255789	1.05704159728534	0.389442997815974	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	102800.454423243	0.102793200528333	0.980402764146697	0.501402647874229	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	1760161.13588296	-0.222475092865844	0.857747051533437	0.512152313258313	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	614032.564548618	-0.0584450238397785	0.858029383677226	0.885760044782478	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000437855	20682.4491876246	0.383776379757187	1.12112747543153	6.6586525988947e-06	7.57121193571591e-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_C	749078.818683048	0.330845987402372	1.09273094720721	7.41803044597711e-17	3.00430233062073e-15
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	64481.5156583098	0.267589531002641	1.05725113534998	0.933850361142037	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia chipingensis	343674.653443965	0.111906894591353	0.998090535682637	0.440200390400213	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	170720.92041787	0.202401332809888	1.03399674771248	0.72394037437832	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	124306.378371789	0.220221037168654	1.03805386523609	0.865331337726191	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	146467.781673069	0.301210278060194	1.07047955818846	0.323554788337356	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	68899.6191124252	0.386914192236019	1.12655381520947	6.07637556498876e-18	4.9218642076409e-16
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	158985.208092278	0.271690741047787	1.05824556106806	2.34552872511475e-12	3.16646377890491e-11
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E intestinalis	111087.48290283	0.257992632718742	1.06018047228691	1.65553011200351e-14	3.09456782474502e-13
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	86187.2440064641	0.22129978576353	1.04128473429993	0.664826567436774	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp003522105	119180.326492194	0.366449606093051	1.10848299161942	6.18527271414025e-15	1.50302126953608e-13
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	191598.356895364	0.220909460421942	1.03188817718833	0.432875446159744	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp003150135	73172.3498483084	0.274726495413494	1.06559897378905	0.902588596464219	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900547745	165477.442706769	0.38058096663289	1.12091537029125	3.50668074303908e-19	4.26061710279248e-17
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella lascolaii	34569.7826027673	0.379657784360142	1.11940347502367	5.21556756231504e-05	0.000422460972547518
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp905206915	46474.3668895497	0.384350800457967	1.12270213622361	0.00014973196564863	0.001102571747049
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434055	71429.9806993158	0.341928766084877	1.09851737032693	3.49566818689409e-15	9.43830410461404e-14
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	229358.185737654	0.322954373374371	1.08590654300108	2.57524625001519e-16	8.939783410767e-15
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001701165	78273.2457331009	0.0194784009259118	1.00073956692282	0.98393820451995	0.996237432076449
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii_A	8052.34789886163	0.0065008401794034	1.00880386422443	0.962282312955234	0.994843219926558
d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903;s__UBA2903 sp900768465	26838.8113097873	0.0319809579425647	1.00448445005412	0.97282322466381	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG7114;s__RGIG7114 sp938023775	14263.8581141252	-0.00508721186496823	1.00748799048918	0.952427358037914	0.994843219926558
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp900540405	48288.2316418842	-0.0247986820298175	1.00551378004006	0.694254949900307	0.994843219926558
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755	139800.916173749	-0.0483295720034071	0.988941646213952	0.701853576032155	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000434935	47770.3447819613	0.029313927234748	0.997992774746515	0.586135599424439	0.994843219926558
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1829;s__UBA1829 sp900549415	9801.48373231409	-0.0098301681547184	1.00756719657502	0.948477454735994	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900549895	10475.1743364964	0.0172692027585318	1.01082041716384	0.971014245098898	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	1128634.25612656	0.0262046173164582	0.981607273936027	0.894439190534431	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900543815	22388.6467428878	-0.050050847696624	1.0070211751063	0.146829464390957	0.721407689423971
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	472575.919079705	-0.0146371660766262	0.945990713201557	0.92330973179698	0.994843219926558
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio sp900548165	4290.085007449	-0.0197800942254654	1.008438623028	0.939675118495657	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900543975	253031.489614444	-0.0229922595075886	0.98573241976015	0.90972419107749	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	38482.2296044575	0.013310204762281	1.00597712571257	0.576259233230434	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002299635	99699.9624837647	-0.0153662340202525	0.997415215534307	0.948174214963707	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	392195.044558263	-0.00602524589593334	0.947756770932937	0.955784212615366	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	263335.205763507	-0.0272120921092548	0.994557265216916	0.72180717086755	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000431015	19695.7097507246	-0.00279733728744771	1.00746441167512	0.954257924088633	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000435075	20695.8160668483	0.0330485227275567	1.00607860525614	0.136452501530396	0.71628031482384
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella timonensis	318096.41622781	-0.0717501645006893	0.989033459170902	0.60734866483599	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	439767.092864568	0.0454949066529122	0.962450221387027	0.805103489303116	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	218382.342715355	-0.00655676828647567	0.996002340417616	0.842953810914171	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900552725	32049.9825451469	-0.00791022433820815	1.00709142789668	0.94998855040937	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	73715.6991426152	-0.0258070278988664	0.998132572118825	0.777682350894249	0.994843219926558
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D peruense	13286.8402911498	0.0216227297685251	1.01186816627262	0.974373194825188	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	936652.775981469	0.00686545023971676	0.952875314446023	0.955056252759324	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975	229688.263671862	-0.00194869205447897	0.99138406071547	0.92004927254251	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Firm-07;s__Firm-07 sp905187695	6177.34905790608	0.00346220317650407	1.0085152107753	0.959875306365604	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp004557855	62343.5962903941	0.00999940413361943	0.999671309648091	0.96171330937461	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003487665	24953.1552687856	0.000600807964051763	1.00761414749538	0.956957300226932	0.994843219926558
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii	153682.710637943	-0.0461273705121503	1.00043110506208	0.287683918722251	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp000437515	13173.5933865106	0.0361873370759843	1.00655515046105	0.113415855142571	0.664204311544784
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp945863825	22409.7878489972	-0.0147883881328022	1.00737980531175	0.944289460138553	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp002472405	80688.2296043929	0.036655000810662	1.00103539616305	0.545601527490894	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp000431495	18468.5959682344	-0.00863551110367461	1.00300230290861	0.961339737852966	0.994843219926558
d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	63268.6185900896	0.0898094462755878	1.00105349301238	3.21385622776709e-05	0.000269298987361173
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	44925.853758834	0.0968824859023455	1.00949577937995	7.63376902537943e-13	1.1593786707295e-11
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	228867.621345128	0.135566901138932	1.01086651829638	7.19497256796159e-14	1.24884166715333e-12
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625	92660.0446582704	-0.0238052219987489	1.00430094923272	0.785650423283191	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555	531593.380934559	-0.000185010162300325	1.00053016666639	0.940854356937165	0.994843219926558
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395	236657.156077179	0.0777415043578803	1.00269535470551	0.159495639895033	0.721407689423971
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	532481.881859388	-0.204048478227334	1.00281234043631	0.118011980009179	0.666904910284429
d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	22687.4496372325	0.0452879352686178	1.00727902491884	7.42806870371595e-06	7.84791606523033e-05
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus massiliensis	140882.878833767	0.0586192233989759	0.994301167637825	0.558654338594691	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp000431515	63607.1348352681	0.10632685796846	1.01072925397183	1.49829103249102e-14	3.03403934079432e-13
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium hattorii	130372.614706308	0.0667348998085416	1.00648724717693	0.000120673915747289	0.000916367547705972
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900548615	212811.716137451	0.130437612851984	1.01425334992737	1.69008893028747e-17	1.02672902514964e-15
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	115813.45817171	0.121867786135777	1.00992272426601	5.91187935998427e-05	0.000463415059508444
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum	20476.2630637453	-0.0242395218296354	1.00838491698646	0.947451658267996	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	148489.290971639	-0.00581560341787347	1.00133136466919	0.814375583088284	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus pleomorphus	11260.3890520945	-0.00584458128370064	1.00752415303303	0.963156733336385	0.994843219926558
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	11529.3747277966	-0.00105947204737636	0.999538826139306	0.955096514586101	0.994843219926558
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	92786.2880865202	-0.0446996649611969	1.00374039967253	0.191161482277723	0.826118454585215
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira hominis	49947.9990753972	0.0274152615467439	1.00385501982999	0.193780872063199	0.826118454585215
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	81888.8687738039	-0.0638982436710172	1.00036707289571	0.197577465479273	0.827781450197643
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	208577.601444289	-0.186568559307686	1.02285895003627	8.40786940195868e-13	1.20183074392703e-11
